0,1,2,3,4,5,6,7,Class
0.35822810778661457,1.1501816834991148,-0.6131272711006636,-1.2646727458180056,0.5621900580007279,-1.0999317431283135,0.693112907031057,0.814391363443138,1
-1.156729406892555,-0.5167964910333557,-0.4118175565405628,0.4858826470416513,-1.0972533152568267,0.01501164046355733,-0.13864099756531909,1.8991525401570062,3
-0.8514763258128114,0.7705966983987051,-0.0407805477795379,-1.3867568143388036,-0.5060710647169987,0.05471263948711003,0.3580657100732899,-0.7691104335154899,0
0.6744209154532053,0.8295789864699359,-0.1652119205834156,-0.14673472778551286,-0.1613762178151689,-0.5431529103293153,-1.110409673723314,-1.8208087093464989,4
-0.7341906683669166,0.3050739229052689,1.461723949677134,1.7977953084784217,0.7326028046620942,1.875959605455505,-0.01997715557157288,1.7263544286191221,4
0.35859808531451903,-1.2086053870709177,-0.545008382225864,-0.04652484481317123,-0.10541925120416563,0.4997812098347907,1.051253266763688,0.37963731188142846,3
0.6439091326748548,0.8261948877769428,1.340016309666902,0.3517721227229274,1.0997785772247957,-0.965822727471836,-0.7857697130420456,1.0151285392695237,0
0.30604960523052305,-0.1278630974717307,-1.129262155201039,-1.8619328762379843,0.49418418524217694,-1.0162975945675807,-0.5561676881373349,0.9691233802076085,1
0.6272331870405254,-1.2808696918921543,1.9471321950048635,-1.0350629180099669,-1.8789033353670612,-1.7245438337584345,1.2947542451969496,-1.2645653864050166,6
0.28438152902722574,0.2933326786595424,-0.30268735426118365,-0.7328382607621102,2.4259960736350252,0.47387906994859696,1.0799404823925711,-1.2365311631568405,6
1.2108634293429077,-1.1219427612737203,-0.8852443305262273,-2.344749876321827,0.13663485392868288,-1.2160630053564947,-0.8270495455760204,0.8955099640169285,1
1.5610158709798823,-0.18582258455438588,0.013704437646439404,0.4194337874576901,0.773199170904746,0.6320885103733984,0.6370094973756961,-1.3009480823334745,6
-2.2568286077342905,0.6196742979900087,-0.689280835718913,1.872419265783383,-0.2121657912819112,0.27960155021925914,0.36224888120741017,-0.0002678335850753285,5
-0.7096447891427399,0.15783672055033138,-0.8917022560935115,-0.4249075216194016,-0.2857878844909716,0.20707492483116316,-1.8367228463692515,-0.6456671040314748,3
-1.452393444378089,-1.1866829600218938,0.8871696201537259,-0.3229970290029947,-1.200983532071239,0.5130905326857861,-0.0715696685754896,-1.4835152978266937,4
1.1975898783108068,-0.5323716150308667,-0.912334257389315,1.4840907771408556,0.00813446516494554,-1.694279834140574,-0.2962984627468031,0.6108817299157642,6
-1.2456053510943044,0.539202863738609,-1.3082175640767328,2.3829424411822475,-1.5218894657043998,2.314828862348516,0.4779314725391316,0.22342045325908463,6
